Ingredient,Substitute 1,Substitute 2,Calories,Protein (g),Fat (g),Carbs (g),Sugar (g),Sodium (mg),Cholesterol (mg)
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR",262.0,26.75,14.98,3.18,12.175499856774563,88.0,97.0
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,DK MEAT,THIGH,MEAT & SKN,CKD,BRSD","CHICKEN,CORNISH GAME HENS,MEAT&SKN,CKD,RSTD",229.0,22.63,14.81,28.47822187560928,12.175499856774563,86.0,135.0
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD","CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD",232.0,23.26,14.74,28.47822187560928,12.175499856774563,71.0,84.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,THIGH,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,RAW",119.0,19.26,4.11,28.47822187560928,12.175499856774563,89.0,95.0
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,FRIED","TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",218.0,28.18,10.3,1.18,12.175499856774563,95.0,102.0
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",177.0,23.99,8.27,28.47822187560928,12.175499856774563,87.0,135.0
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,STWD",195.0,25.0,9.79,28.47822187560928,12.175499856774563,75.0,90.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW","CHICKEN,CAPONS,MEAT&SKN,RAW",222.0,18.33,15.97,28.47822187560928,12.175499856774563,73.0,77.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,BATTER",324.0,19.87,21.81,10.94,12.175499856774563,320.0,79.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR",321.0,26.11,22.16,2.39,12.175499856774563,77.0,81.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD","CHICKEN,STEWING,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD",290.0,26.86,19.46,28.47822187560928,12.175499856774563,82.0,84.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD",249.0,22.78,16.82,28.47822187560928,12.175499856774563,67.0,70.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,RAW","TURKEY,YOUNG HEN,MEAT ONLY,RAW","QUAIL,BREAST,MEAT ONLY,RAW",126.0,21.97,3.54,28.47822187560928,12.175499856774563,81.0,57.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",211.0,30.15,9.15,28.47822187560928,12.175499856774563,91.0,84.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",203.0,30.46,8.13,28.47822187560928,12.175499856774563,92.0,85.0
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",181.0,27.18,7.18,28.47822187560928,12.175499856774563,73.0,74.0
"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW",213.0,17.09,15.46,0.09,12.175499856774563,69.0,86.0
"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD","TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",220.0,23.96,13.07,0.05,12.175499856774563,71.0,94.0
"CHICKEN,ROASTING,MEAT&SKN,RAW","TURKEY,YOUNG HEN,BACK,MEAT&SKN,RAW","DUCK,WILD,MEAT&SKN,RAW",216.0,17.14,15.85,28.47822187560928,12.175499856774563,68.0,73.0
"CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD",223.0,23.97,13.39,28.47822187560928,12.175499856774563,73.0,76.0
"CHICKEN,ROASTING,MEAT ONLY,RAW","GUINEA HEN,MEAT ONLY,RAW","TURKEY,FRYER-ROASTERS,BACK,MEAT ONLY,RAW",111.0,20.33,2.7,28.47822187560928,12.175499856774563,75.0,65.0
"CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,SIMMRD","OSTRICH,GROUND,CKD,PAN-BROILED",167.0,25.01,6.63,28.47822187560928,12.175499856774563,75.0,75.0
"CHICKEN,ROASTING,GIBLETS,RAW","CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW","CHICKEN,STEWING,GIBLETS,RAW",127.0,18.14,5.04,1.14,12.175499856774563,77.0,236.0
"CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD","CHICKEN,STEWING,GIBLETS,CKD,SIMMRD","CHICKEN,CAPONS,GIBLETS,CKD,SIMMRD",165.0,26.77,5.22,0.86,12.175499856774563,60.0,357.0
"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,RAW","OSTRICH,INSIDE LEG,RAW","EMU,INSIDE DRUM,RAW",109.0,22.2,1.63,28.47822187560928,12.175499856774563,51.0,57.0
"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD","USDA CMDTY CHICK,CND,MEAT ONLY,DRND",153.0,27.13,4.07,28.47822187560928,12.175499856774563,51.0,75.0
"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,RAW","DUCK,WILD,BREAST,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,RAW",113.0,18.74,3.61,28.47822187560928,12.175499856774563,95.0,72.0
"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,CKD,RSTD","PHEASANT,RAW,MEAT&SKN","GUINEA HEN,MEAT&SKN,RAW",178.0,23.25,8.75,28.47822187560928,12.175499856774563,95.0,75.0
"CHICKEN,STEWING,MEAT&SKN,&GIBLETS&NECK,RAW","CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,RAW","CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW",251.0,17.48,19.52,0.19,12.175499856774563,71.0,87.0
"CHICKEN,STEWING,MEAT & SKN,& GIBLETS & NECK,CKD,STWD","GROUND TURKEY,93% LN,7% FAT,PATTIES,BRLD","TURKEY,FRYER-ROASTERS,BACK,MEAT&SKN,CKD,RSTD",214.0,24.88,11.91,28.47822187560928,12.175499856774563,67.0,107.0
"CHICKEN,STEWING,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW","CHICKEN,CAPONS,MEAT&SKN,RAW",258.0,17.55,20.33,28.47822187560928,12.175499856774563,71.0,71.0
"CHICKEN,STEWING,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD",285.0,26.88,18.87,28.47822187560928,12.175499856774563,73.0,79.0
"CHICKEN,STEWING,MEAT ONLY,RAW","TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,RAW","TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,RAW",148.0,21.26,6.32,28.47822187560928,12.175499856774563,79.0,63.0
"CHICKEN,STEWING,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED","CHICKEN,CAPONS,MEAT&SKN,CKD,RSTD",237.0,30.42,11.89,28.47822187560928,12.175499856774563,78.0,83.0
"CHICKEN,STEWING,GIBLETS,RAW","CHICKEN,ROASTING,GIBLETS,RAW","CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW",168.0,17.89,9.21,2.13,12.175499856774563,77.0,240.0
"CHICKEN,STEWING,GIBLETS,CKD,SIMMRD","CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD","CHICKEN,CAPONS,GIBLETS,CKD,SIMMRD",194.0,25.73,9.3,0.11,12.175499856774563,56.0,355.0
"CHICKEN,STEWING,LT MEAT,MEAT ONLY,RAW","QUAIL,BREAST,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,RAW",137.0,23.1,4.21,28.47822187560928,12.175499856774563,53.0,47.0
"CHICKEN,STEWING,LT MEAT,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED",213.0,33.04,7.98,28.47822187560928,12.175499856774563,58.0,70.0
"CHICKEN,STEWING,DK MEAT,MEAT ONLY,RAW","TURKEY,YOUNG TOM,DK MEAT,MEAT&SKN,RAW","Poultry food products, ground turkey, raw",157.0,19.7,8.12,28.47822187560928,12.175499856774563,101.0,77.0
"CHICKEN,STEWING,DK MEAT,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",258.0,28.14,15.28,28.47822187560928,12.175499856774563,95.0,95.0
"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,RAW","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW","CHICK,FEET,BOILED",232.0,18.51,16.9,0.08,12.175499856774563,47.0,87.0
"CHICKEN,CAPONS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED",226.0,28.35,11.67,0.04,12.175499856774563,50.0,103.0
"CHICKEN,CAPONS,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",234.0,18.77,17.07,28.47822187560928,12.175499856774563,45.0,75.0
"CHICKEN,CAPONS,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,RSTD","GOOSE,DOMESTICATED,MEAT ONLY,CKD,RSTD",229.0,28.96,11.65,28.47822187560928,12.175499856774563,49.0,86.0
"CHICKEN,CAPONS,GIBLETS,RAW","TURKEY,ALL CLASSES,GIBLETS,RAW","CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW",130.0,18.28,5.18,1.42,12.175499856774563,77.0,292.0
"CHICKEN,CAPONS,GIBLETS,CKD,SIMMRD","CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD","CHICKEN,STEWING,GIBLETS,CKD,SIMMRD",164.0,26.39,5.4,0.76,12.175499856774563,55.0,434.0
"DUCK,DOMESTICATED,MEAT&SKN,RAW","TURKEY,YOUNG HEN,SKN ONLY,RAW","TURKEY,YOUNG TOM,SKN ONLY,RAW",404.0,11.49,39.34,28.47822187560928,12.175499856774563,63.0,76.0
"DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD","SQUAB,(PIGEON),MEAT&SKN,RAW","GOOSE,DOMESTICATED,MEAT&SKN,RAW",337.0,18.99,28.35,28.47822187560928,12.175499856774563,59.0,84.0
"DUCK,DOMESTICATED,MEAT ONLY,RAW","CHICKEN,GROUND,RAW","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW",135.0,18.28,5.95,0.94,12.175499856774563,74.0,77.0
"DUCK,DOMESTICATED,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD","CHICKEN,GROUND,CRUMBLES,CKD,PAN-BROWNED",201.0,23.48,11.2,28.47822187560928,12.175499856774563,65.0,89.0
"DUCK,DOMESTICATED,LIVER,RAW","GOOSE,LIVER,RAW","CHICKEN,LIVER,ALL CLASSES,CKD,SIMMRD",136.0,18.74,4.64,3.53,12.175499856774563,140.0,515.0
"DUCK,WILD,MEAT&SKN,RAW","CHICKEN,ROASTING,MEAT&SKN,RAW","TURKEY,YOUNG HEN,BACK,MEAT&SKN,RAW",211.0,17.42,15.2,28.47822187560928,12.175499856774563,56.0,80.0
"DUCK,WILD,BREAST,MEAT ONLY,RAW","TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW",123.0,19.85,4.25,28.47822187560928,12.175499856774563,57.0,77.0
"GOOSE,DOMESTICATED,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD","TURKEY,YOUNG TOM,SKN ONLY,RAW",371.0,15.86,33.62,28.47822187560928,12.175499856774563,73.0,80.0
"GOOSE,DOMESTICATED,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD",305.0,25.16,21.92,28.47822187560928,12.175499856774563,70.0,91.0
"GOOSE,DOMESTICATED,MEAT ONLY,RAW","GUINEA HEN,MEAT&SKN,RAW","CHICKEN,ROASTING,DK MEAT,MEAT ONLY,CKD,RSTD",161.0,22.75,7.13,28.47822187560928,12.175499856774563,87.0,84.0
"GOOSE,DOMESTICATED,MEAT ONLY,CKD,RSTD","CHICKEN,CAPONS,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,RSTD",238.0,28.97,12.67,28.47822187560928,12.175499856774563,76.0,96.0
"GOOSE,LIVER,RAW","DUCK,DOMESTICATED,LIVER,RAW","EGG,WHOLE,RAW,FROZEN",133.0,16.37,4.28,6.32,12.175499856774563,140.0,515.0
"GUINEA HEN,MEAT&SKN,RAW","GOOSE,DOMESTICATED,MEAT ONLY,RAW","CHICKEN,ROASTING,DK MEAT,MEAT ONLY,CKD,RSTD",158.0,23.4,6.45,28.47822187560928,12.175499856774563,67.0,74.0
"GUINEA HEN,MEAT ONLY,RAW","CHICKEN,ROASTING,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,RAW",110.0,20.64,2.47,28.47822187560928,12.175499856774563,69.0,63.0
"PHEASANT,RAW,MEAT&SKN","CHICKEN,ROASTING,DK MEAT,MEAT ONLY,CKD,RSTD","TURKEY,YOUNG HEN,BREAST,MEAT&SKN,RAW",181.0,22.7,9.29,28.47822187560928,12.175499856774563,40.0,71.0
"PHEASANT,RAW,MEAT ONLY","TURKEY,FRYER-ROASTERS,BREAST,MEAT&SKN,RAW","OSTRICH,INSIDE STRIP,RAW",133.0,23.57,3.64,28.47822187560928,12.175499856774563,37.0,66.0
"PHEASANT,BREAST,MEAT ONLY,RAW","PHEASANT,RAW,MEAT ONLY","TURKEY,FRYER-ROASTERS,BREAST,MEAT&SKN,RAW",133.0,24.37,3.25,28.47822187560928,12.175499856774563,33.0,58.0
"PHEASANT,LEG,MEAT ONLY,RAW","TURKEY,FRYER-ROASTERS,MEAT&SKN,RAW","OSTRICH,TENDERLOIN,RAW",134.0,22.2,4.3,28.47822187560928,12.175499856774563,45.0,80.0
"QUAIL,MEAT AND SKIN,RAW","TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW","TURKEY,YOUNG TOM,WING,MEAT&SKN,RAW",192.0,19.63,12.05,28.47822187560928,12.175499856774563,53.0,76.0
"QUAIL,MEAT ONLY,RAW","OSTRICH,OYSTER,RAW","PHEASANT,LEG,MEAT ONLY,RAW",134.0,21.76,4.53,28.47822187560928,12.175499856774563,51.0,70.0
"QUAIL,BREAST,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,RAW","OSTRICH,OUTSIDE LEG,RAW",123.0,22.59,2.99,28.47822187560928,12.175499856774563,55.0,58.0
"SQUAB,(PIGEON),MEAT&SKN,RAW","DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD","CHICKEN,STEWING,MEAT&SKN,RAW",294.0,18.47,23.8,28.47822187560928,12.175499856774563,54.0,95.0
"SQUAB,(PIGEON),MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,RAW","GROUND TURKEY,93% LN,7% FAT,RAW",142.0,17.5,7.5,28.47822187560928,12.175499856774563,51.0,90.0
"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW","PHEASANT,LEG,MEAT ONLY,RAW","TURKEY,FRYER-ROASTERS,MEAT&SKN,RAW",134.0,21.76,4.52,28.47822187560928,12.175499856774563,55.0,90.0
"TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,RAW","TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,RAW","TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,RAW",157.0,20.37,7.77,0.08,12.175499856774563,67.0,78.0
"TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",205.0,27.98,9.45,0.07,12.175499856774563,67.0,95.0
"TURKEY,ALL CLASSES,MEAT&SKN,RAW","OSTRICH,GROUND,RAW","TURKEY,YOUNG TOM,MEAT&SKN,RAW",160.0,20.42,8.02,28.47822187560928,12.175499856774563,65.0,68.0
"TURKEY,ALL CLASSES,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG TOM,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG HEN,LEG,MEAT&SKN,CKD,RSTD",208.0,28.1,9.73,28.47822187560928,12.175499856774563,68.0,82.0
"TURKEY,ALL CLASSES,MEAT ONLY,RAW","TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,RAW","TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,RAW",120.0,21.77,2.86,0.24,12.175499856774563,70.0,65.0
"TURKEY,ALL CLASSES,MEAT ONLY,CKD,RSTD","TURKEY,YOUNG TOM,MEAT ONLY,CKD,RSTD","TURKEY,YOUNG HEN,MEAT ONLY,CKD,RSTD",170.0,29.32,4.97,28.47822187560928,12.175499856774563,70.0,76.0
"TURKEY,ALL CLASSES,SKN ONLY,RAW","CHICKEN,SKN (DRUMSTICKS & THIGHS),RAW","MARGARINE-LIKE SPRD,BENECOL LT SPRD",389.0,12.71,36.91,0.43,12.175499856774563,36.0,91.0
"TURKEY,ALL CLASSES,SKN ONLY,CKD,RSTD","CHEESE,CHESHIRE","CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,FLR",443.0,19.7,39.66,0.33,12.175499856774563,53.0,113.0
"TURKEY,ALL CLASSES,GIBLETS,RAW","CHICKEN,CAPONS,GIBLETS,RAW","CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW",129.0,19.36,4.2,2.09,12.175499856774563,87.0,282.0
"TURKEY,ALL CLASSES,GIBLETS,CKD,SIMMRD,SOME GIBLET FAT","TURKEY,ALL CLASSES,GIBLETS,RAW","CHICKEN,CAPONS,GIBLETS,RAW",199.0,20.89,11.86,0.8,12.175499856774563,64.0,289.0
"TURKEY,GIZZARD,ALL CLASSES,RAW","CHICKEN,GIZZARD,ALL CLASSES,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,CKD,RST",118.0,19.14,4.58,28.47822187560928,12.175499856774563,72.0,197.0
"TURKEY,GIZZARD,ALL CLASSES,CKD,SIMMRD","TURKEY,HEART,ALL CLASSES,CKD,SIMMRD","CHICKEN,ROASTING,GIBLETS,RAW",129.0,21.72,3.87,0.38,12.175499856774563,67.0,203.0
"TURKEY,HEART,ALL CLASSES,RAW","CHICKEN,HEART,ALL CLASSES,RAW","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW",113.0,17.13,4.79,0.41,12.175499856774563,94.0,147.0
"TURKEY,HEART,ALL CLASSES,CKD,SIMMRD","TURKEY,GIZZARD,ALL CLASSES,CKD,SIMMRD","CHICKEN,ROASTING,GIBLETS,RAW",136.0,21.47,4.64,0.68,12.175499856774563,90.0,184.0
"TURKEY,LIVER,ALL CLASSES,RAW","TURKEY,ALL CLASSES,GIBLETS,CKD,SIMMRD,SOME GIBLET FAT","TURKEY,LIVER,ALL CLASSES,CKD,SIMMRD",228.0,17.84,16.36,2.26,12.175499856774563,71.0,331.0
"TURKEY,LIVER,ALL CLASSES,CKD,SIMMRD","TURKEY,LIVER,ALL CLASSES,RAW","CHICKEN,STEWING,GIBLETS,CKD,SIMMRD",273.0,20.02,20.54,1.21,12.175499856774563,56.0,388.0
"TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW",135.0,20.14,5.42,28.47822187560928,12.175499856774563,93.0,79.0
"TURKEY,ALL CLASSES,NECK,MEAT ONLY,CKD,SIMMRD","TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",180.0,26.84,7.26,0.1,12.175499856774563,56.0,122.0
"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,RAW","TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,RAW","TURKEY,ALL CLASSES,BREAST,MEAT&SKN,RAW",159.0,21.64,7.36,28.47822187560928,12.175499856774563,59.0,65.0
"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG HEN,BREAST,MEAT&SKN,CKD,RSTD",197.0,28.57,8.33,28.47822187560928,12.175499856774563,63.0,76.0
"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKN,RAW","GROUND TURKEY,93% LN,7% FAT,RAW","TURKEY,YOUNG TOM,DK MEAT,MEAT&SKN,RAW",160.0,18.92,8.8,28.47822187560928,12.175499856774563,71.0,72.0
"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG TOM,DK MEAT,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG TOM,WING,MEAT&SKN,CKD,RSTD",221.0,27.49,11.54,28.47822187560928,12.175499856774563,76.0,89.0
"TURKEY,ALL CLASSES,LT MEAT,RAW","TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,RAW","TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,RAW",115.0,23.56,1.56,28.47822187560928,12.175499856774563,63.0,60.0
"TURKEY,ALL CLASSES,LT MEAT,CKD,RSTD","TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,CKD,RSTD","TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,CKD,RSTD",157.0,29.9,3.22,28.47822187560928,12.175499856774563,64.0,69.0
"TURKEY,ALL CLASSES,DK MEAT,RAW","TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,RAW","TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,RAW",125.0,20.07,4.38,28.47822187560928,12.175499856774563,77.0,69.0
"TURKEY,ALL CLASSES,DK MEAT,CKD,RSTD","TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",188.0,28.57,7.22,0.1,12.175499856774563,79.0,85.0
"TURKEY,ALL CLASSES,BACK,MEAT&SKN,RAW","TURKEY,YOUNG TOM,BACK,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",196.0,18.11,13.11,28.47822187560928,12.175499856774563,66.0,74.0
"TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",244.0,26.59,14.38,0.16,12.175499856774563,73.0,91.0
"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,RAW","TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,RAW","TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,RAW",157.0,21.89,7.02,28.47822187560928,12.175499856774563,59.0,65.0
"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG TOM,BREAST,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,CKD,RSTD",189.0,28.71,7.41,28.47822187560928,12.175499856774563,63.0,74.0
"TURKEY,ALL CLASSES,LEG,MEAT&SKN,RAW","TURKEY,YOUNG TOM,LEG,MEAT&SKN,RAW","Poultry food products, ground turkey, raw",144.0,19.54,6.72,28.47822187560928,12.175499856774563,74.0,71.0
"TURKEY,ALL CLASSES,LEG,MEAT&SKN,CKD,RSTD","TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",208.0,27.87,9.82,0.13,12.175499856774563,77.0,85.0
